score,label
0.352931849291405,g
0.210584175819123,g
0.333440331864733,g
0.184351623306566,g
0.322466205345836,g
0.371987278012366,g
0.225029366689366,g
0.310365041913693,g
0.314120065573767,g
0.277252346423241,g
0.517867332982311,g
0.191610454717796,g
0.468196771520359,g
0.345087606961584,g
0.193641618544228,g
0.14760098622353,g
0.261779459236317,g
0.338724808769166,g
0.352745205483665,g
0.210618628184427,g
0.181189125864231,g
0.211105154430209,g
0.319427079280454,g
0.238304890677913,g
0.121094269046287,g
0.222020063830253,g
0.251462418830032,g
0.212629333604085,g
0.126690919284577,g
0.35032633785068,g
0.178436989777546,g
0.116074397299198,g
0.287588506913396,g
0.546193763425611,g
0.244014259577512,g
0.249591706783098,g
0.351559317430907,g
0.265440760008206,g
0.217228017851187,g
0.358762246766795,g
0.149451523950239,g
0.350739147862023,g
0.299662647792013,g
0.394389750239048,g
0.134846670929802,g
0.208987636973192,g
0.556708174779059,g
0.348003092504004,g
0.27720506012503,g
0.277835605651283,g
0.386643796119882,g
0.396913806031283,g
0.291543476591617,g
0.179024530997106,g
0.197547158294777,g
0.195988880332503,g
0.297218014397699,g
0.123691994189382,g
0.391571599226425,g
0.209960063131275,g
0.258401391562088,g
0.153998636880053,g
0.212729708345064,g
0.306895551959971,g
0.0763179612257957,g
0.143088609468473,g
0.267385838568086,g
0.241144760734467,g
0.186232093852879,g
0.195529694702444,g
0.32679130858332,g
0.232727515281117,g
0.383042702546281,g
0.446894337402338,g
0.33211102263442,g
0.325034332799815,g
0.288398433700898,g
0.197270281954593,g
0.364323672493089,g
0.397985195416885,g
0.214413621109761,g
0.233181465588675,g
0.28575585606417,g
0.291429249316359,g
0.0103682384868906,g
0.168452027300058,g
0.463570612242447,g
0.27524710718387,g
0.459283937509339,g
0.0918622780605639,g
0.344623692916937,g
0.375060863326481,g
0.145636920179767,g
0.223616722849346,g
0.38033417541163,g
0.335940598723616,g
0.434658070451271,g
0.255175456738516,g
0.329534708133106,g
0.371501137287625,g
0.338005653351736,g
0.284345677724507,g
0.40620181514556,g
0.0912427134323721,g
0.397298414949969,g
0.281641232491604,g
0.171577707153549,g
0.0792328294562214,g
0.337233437992114,g
0.30155650376402,g
0.284205451477608,g
0.187725491413397,g
0.315626706336179,g
0.153273757677969,g
0.368780739044829,g
0.261069725558729,g
0.329518104766361,g
0.433538970761906,g
0.308810467963918,g
0.404253021864794,g
0.502067545711285,g
0.414132369091547,g
0.397170725542626,g
0.160388051454578,g
0.27820938369447,g
0.355509320008962,g
0.42909120571073,g
0.320333100181833,g
0.233033547321563,g
0.293497185215029,g
0.37747922549437,g
0.253114733735997,g
0.249449300038852,g
0.260000929241257,g
0.494476566822317,g
0.233050668139668,g
0.41243910065823,g
0.411577175192291,g
0.270763746951221,g
0.272912046805863,g
0.295799785448951,g
0.379217684401531,g
0.313038931266527,g
0.203661840133793,g
0.33720299496405,g
0.381508229453492,g
0.214537438317029,g
0.287716793360841,g
0.338805517730747,g
0.340871529565513,g
0.4011678087941,g
0.18821271343016,g
0.203112940508867,g
0.463286459647533,g
0.362959843665607,g
0.45617029538354,g
0.281895710887045,g
0.327458123959458,g
0.263362380267939,g
0.269385103143433,g
0.198105963351263,g
0.32935010901276,g
0.388072806220026,g
0.244348585836669,g
0.428740100616853,g
0.17085914118793,g
0.204270544979913,g
0.453797000529764,g
0.223984009132556,g
0.42020326149837,g
0.179300329160045,g
0.550583819661444,g
0.287052575122841,g
0.157212941566356,g
0.127523206213885,g
0.304846795682373,g
0.363370234280503,g
0.260484772267383,g
0.411300747892542,g
0.320620683181182,g
0.248348074792133,g
0.402339137078327,g
0.17614521005144,g
0.0359874229931342,g
0.314168092740427,g
0.321120051138791,g
0.117395977026775,g
0.299630871076274,g
0.487441965618151,g
0.146918837137792,g
0.374752998147624,g
0.222353538834345,g
0.397249040004877,g
0.360574332581191,g
0.456046594053835,g
0.341761067155887,g
0.102751439150808,g
0.383083956654204,g
0.307545819679855,g
0.323242485500145,g
0.279689677690983,g
0.246397659587448,g
0.33261276215089,g
0.453444780354646,g
0.377562470254441,g
0.271232032517949,g
0.241327304168168,g
0.233027998493195,g
0.390492616827664,g
0.232982896555464,g
0.235066289918774,g
0.370153587907311,g
0.414754913537542,g
0.385626581165911,g
0.339085196451139,g
0.404674080241932,g
0.267227456776774,g
0.257056739973841,g
0.28999250987878,g
0.386107264769517,g
0.347627048600273,g
0.122185721273468,g
0.355236590795814,g
0.23276454228344,g
0.338990908632936,g
0.219189124007754,g
0.425432425710779,g
0.409063264763436,g
0.340031246489649,g
0.266531398368426,g
0.343938820702315,g
0.224054741470362,g
0.162948412052676,g
0.423440599974406,g
0.291313214351403,g
0.293827560521217,g
0.202485079667991,g
0.33083251145911,g
0.215342497662652,g
0.400132338115643,g
0.212508003561084,g
0.215819048858997,g
0.225524068575942,g
0.354246465987085,g
0.342846686925543,g
0.394968959506706,g
0.35976495448099,g
0.257321491759859,g
0.334552719835863,g
0.184064402193069,g
0.363732058774448,g
0.346489627079885,g
0.374591282151297,g
0.399113634868596,g
0.24067726655393,g
0.194131068153893,g
0.356092288619021,g
0.333894733906787,g
0.351412280364859,g
0.37784343844411,g
0.388213073172975,g
0.229814529289507,g
0.354598549490744,g
0.375201675696799,g
0.142153510609053,g
0.326603847242271,g
0.16319132132905,g
0.370031679403463,g
0.308159410677116,g
0.21293972755938,g
0.355300167881428,g
0.268427330610734,g
0.444242713127483,g
0.51485583442089,g
0.402140155502243,g
0.41797431710046,g
0.384320345946065,g
0.0481944091063687,g
0.339784240004594,g
0.518159931092782,g
0.394577957816452,g
0.476044775535588,g
0.557374579712212,g
0.249090530895805,g
0.196554911308259,g
0.359517480620605,g
0.238454439267224,g
0.247551076655249,g
0.169627336981321,g
0.291472247371484,g
0.106324538502206,g
0.187745628488847,g
0.22252748640206,g
0.16934117474312,g
0.344128652440282,g
0.362090074462687,g
0.200826664050846,g
0.202736413862678,g
