score,label
0.241642172478752,g
0.295265151848751,g
0.278715701626958,g
0.170403426074504,g
0.312891352613036,g
0.280471459375088,g
0.0828020126731685,g
0.440105443238318,g
0.246668713104187,g
0.241630950770775,g
0.236794036838055,g
0.326927798231642,g
0.341689023997781,g
0.302388164059346,g
0.247963198197824,g
0.386237399666418,g
0.442317585713435,g
0.387343916971756,g
0.193013258007774,g
0.350505049318169,g
0.150837151532805,g
0.237970854141649,g
0.0946447899465038,g
0.205968671344347,g
0.344048611115859,g
0.101849828126857,g
0.233835591619126,g
0.294244288479982,g
0.36332971956885,g
0.391835339251341,g
0.273739978524792,g
0.26729534890281,g
0.122486281439044,g
0.184645691464116,g
0.207844289632307,g
0.317949326572161,g
0.355897581944178,g
0.369106444506098,g
0.308973013820111,g
0.392820100005103,g
0.255753603391889,g
0.336880213350728,g
0.122659499793228,g
0.296756898505611,g
0.279546472079841,g
0.239069838520051,g
0.457114277384765,g
0.254531176535693,g
0.421480968701941,g
0.392362058485423,g
0.364625757530591,g
0.277709676295239,g
0.129877226608644,g
0.320938609557115,g
0.393565868201097,g
0.481567533912909,g
0.327562182873584,g
0.358872618977965,g
0.427857697020633,g
0.373575677404761,g
0.295839847280836,g
0.337937303733555,g
0.331042649014814,g
0.169833776100242,g
0.155140015763593,g
0.360686660514836,g
0.383621957533893,g
0.232744972509816,g
0.275425526873913,g
0.280421765772814,g
0.433882229697476,g
0.276817816600404,g
0.367136834697635,g
0.255128488488895,g
0.440009178587689,g
0.295971059579252,g
0.333225033802155,g
0.378926414856014,g
0.307855841849595,g
0.304590587443458,g
0.367140563578813,g
0.156353469979573,g
0.4899462726264,g
0.296304979782226,g
0.365415580451721,g
0.261339235719342,g
0.179893186433671,g
0.411285286729676,g
0.282626793492779,g
0.361590179899917,g
0.35435818682395,g
0.417457323021906,g
0.366185879704501,g
0.52773435747481,g
0.314791559011734,g
0.430432680756301,g
0.219000019301412,g
0.391838243911791,g
0.289989337577419,g
0.304744637932463,g
0.369071591945291,g
0.424892853905958,g
0.328942497743445,g
0.222358413206692,g
0.502582461530922,g
0.427124923975972,g
0.237717204855508,g
0.339537755341608,g
0.189775639233089,g
0.426433761471136,g
0.257903210876926,g
0.300641927505158,g
0.301396304860491,g
0.243977657075128,g
0.246375528020886,g
0.254857200951214,g
0.280672536917702,g
0.213850626591148,g
0.187112988725419,g
0.181567260170753,g
0.236283596790883,g
0.364096876978704,g
0.348322098728106,g
0.278963250031584,g
0.424483850328755,g
0.301993098433494,g
0.252249925275726,g
0.192456886087739,g
0.215624425911012,g
0.258902227767879,g
0.394927397572734,g
0.291426937442665,g
0.330882862302829,g
0.249853472717717,g
0.321412352351851,g
0.322892650443874,g
0.213945899110432,g
0.433597570967123,g
0.35720972445897,g
0.345744221419236,g
0.275246182274046,g
0.335872665689035,g
0.529895954764293,g
0.472997687945361,g
0.232617552567816,g
0.440909031159916,g
0.290821555824339,g
0.358159644629732,g
0.432642703213492,g
0.291549166842043,g
0.265689949701118,g
0.29814203217222,g
0.549036728893106,g
0.296464970815197,g
0.305960473583492,g
0.437350156720621,g
0.428866314636045,g
0.237493982839861,g
0.272399398998226,g
0.181524158496319,g
0.330421376582041,g
0.394775162895566,g
0.306507657789567,g
0.382497941895886,g
0.150224577811832,g
0.421044818995266,g
0.185454692901252,g
0.37409258354304,g
0.345619058662956,g
0.426555402597223,g
0.108218669549066,g
0.354508889746136,g
0.455630467537767,g
0.296429170344079,g
0.146566829110558,g
0.11327982301005,g
0.469243074103971,g
0.340762804548818,g
0.218286698093097,g
0.382137768162565,g
0.434374023172619,g
0.362433404775719,g
0.336788579632007,g
0.349713333299419,g
0.388426937233748,g
0.231616530486593,g
0.332521343849845,g
0.440956473922276,g
0.0530940081974669,g
0.0804227335533018,g
0.216029327075422,g
0.291966986681336,g
0.215593730313114,g
0.315026626810491,g
0.362549323382873,g
0.287700175555676,g
0.210596276077555,g
0.390973611185971,g
0.250685071795785,g
0.256488296423074,g
0.34878670177057,g
0.384773800509888,g
0.336930040320392,g
0.364982377805762,g
0.255373698164507,g
0.388949659331187,g
0.22207386878706,g
0.278102140407268,g
0.338663214248789,g
0.23796697687251,g
0.205980443825536,g
0.428356360854623,g
0.335305142004115,g
0.577037606615338,g
0.29577179560771,g
0.275858303578222,g
0.503202541915168,g
0.297706328947094,g
0.335807752968426,g
0.252649987484074,g
0.31323423134882,g
0.3526047396334,g
0.301575980161004,g
0.281114056818961,g
0.331882988923119,g
0.328065095748143,g
0.153044932329369,g
0.269696337044077,g
0.231252599409456,g
0.352134995043323,g
0.258613259145206,g
0.307722567801233,g
0.472298946809935,g
0.212056242249212,g
0.266971811347309,g
0.348079665878933,g
0.315381217724457,g
0.298958263493666,g
0.230974345140439,g
0.301204799962861,g
0.351442033702493,g
0.280902538444683,g
0.251186976392524,g
0.0689217139124494,g
0.17522586207939,g
